name,title,category,origin,originName,apiVersion,isDynamic,blockJson,hasRenderPhp,hasIndexPhp,hasViewJs,sourceRoot
woocommerce/product-taxonomy-field,Taxonomy,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/taxonomy/block.json,False,False,False,woocommerce
woocommerce/product-taxonomy-field,Taxonomy,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-taxonomy-field/block.json,False,False,False,woocommerce
woocommerce/product-template,Product Template,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-template/block.json,False,False,False,woocommerce
woocommerce/product-text-area-field,Product textarea block,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/text-area/block.json,False,False,False,woocommerce
woocommerce/product-text-area-field,Product textarea block,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-text-area-field/block.json,False,False,False,woocommerce
woocommerce/product-text-field,Product text field,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-text-field/block.json,False,False,False,woocommerce
woocommerce/product-text-field,Product text field,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/text/block.json,False,False,False,woocommerce
woocommerce/product-title,Product Title,woocommerce-product-elements,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-title/block.json,False,False,False,woocommerce
woocommerce/product-toggle-field,Product toggle control,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/toggle/block.json,False,False,False,woocommerce
woocommerce/product-toggle-field,Product toggle control,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-toggle-field/block.json,False,False,False,woocommerce
woocommerce/product-top-rated,Top Rated Products,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-top-rated/block.json,False,False,False,woocommerce
woocommerce/product-variation-items-field,Product variations items,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-variation-items-field/block.json,False,False,False,woocommerce
woocommerce/product-variation-items-field,Product variations items,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/variation-items/block.json,False,False,False,woocommerce
woocommerce/product-variations-options-field,Product variations options,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/variation-options/block.json,False,False,False,woocommerce
woocommerce/product-variations-options-field,Product variations options,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-variations-options-field/block.json,False,False,False,woocommerce
woocommerce/products-by-attribute,Products by Attribute,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/products-by-attribute/block.json,False,False,False,woocommerce
woocommerce/rating-filter,Filter by Rating Controls,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/rating-filter/block.json,False,False,False,woocommerce
woocommerce/related-products,Related Products,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/related-products/block.json,False,False,False,woocommerce
woocommerce/reviews-by-category,Reviews by Category,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/reviews-by-category/block.json,False,False,False,woocommerce
woocommerce/reviews-by-product,Reviews by Product,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/reviews-by-product/block.json,False,False,False,woocommerce
woocommerce/single-product,Product,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/single-product/block.json,False,False,False,woocommerce
woocommerce/stock-filter,Filter by Stock Controls,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/stock-filter/block.json,False,False,False,woocommerce
woocommerce/store-notices,Store Notices,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/store-notices/block.json,False,False,False,woocommerce
